------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 03:26PM on March 06, 2024
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.973244410589292e+24 34216026218.044174 26623910437.00864 9.818634933837371
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.208751859010017 6.152341551250569 1.88993805916064 -0.25281039086602725 -2.6824947170971263 8.041777290864731
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
   9695   -6.2081178531    1.8899122183   -2.6816656435   -6.2081172699    1.8899119828   -2.6816652403
   9696   -6.2081179184    1.8899122209   -2.6816658108   -6.2081173353    1.8899119855   -2.6816653259
   9697   -6.2081179837    1.8899122236   -2.6816658155   -6.2081174008    1.8899119882   -2.6816654114
   9698   -6.2081180490    1.8899122262   -2.6816659215   -6.2081174662    1.8899119909   -2.6816654969
   9699   -6.2081181143    1.8899122288   -2.6816659705   -6.2081175316    1.8899119935   -2.6816655824
   9700   -6.2081181796    1.8899122315   -2.6816661077   -6.2081175970    1.8899119962   -2.6816656679
   9701   -6.2081182449    1.8899122341   -2.6816661747   -6.2081176624    1.8899119989   -2.6816657534
   9702   -6.2081183101    1.8899122368   -2.6816662375   -6.2081177277    1.8899120016   -2.6816658388
   9703   -6.2081183753    1.8899122394   -2.6816663226   -6.2081177931    1.8899120043   -2.6816659242
   9704   -6.2081184406    1.8899122420   -2.6816663903   -6.2081178584    1.8899120070   -2.6816660096
   9705   -6.2081185058    1.8899122447   -2.6816665068   -6.2081179238    1.8899120097   -2.6816660950
   9706   -6.2081185710    1.8899122473   -2.6816665795   -6.2081179891    1.8899120123   -2.6816661804
   9707   -6.2081186362    1.8899122499   -2.6816666613   -6.2081180544    1.8899120150   -2.6816662657
   9708   -6.2081187013    1.8899122526   -2.6816667654   -6.2081181197    1.8899120177   -2.6816663511
   9709   -6.2081187665    1.8899122552   -2.6816668259   -6.2081181849    1.8899120204   -2.6816664364
   9710   -6.2081188316    1.8899122578   -2.6816668824   -6.2081182502    1.8899120231   -2.6816665217
   9711   -6.2081188968    1.8899122605   -2.6816670273   -6.2081183154    1.8899120258   -2.6816666070
   9712   -6.2081189619    1.8899122631   -2.6816670889   -6.2081183807    1.8899120284   -2.6816666923
   9713   -6.2081190269    1.8899122657   -2.6816671730   -6.2081184459    1.8899120311   -2.6816667775
   9714   -6.2081190921    1.8899122684   -2.6816673456   -6.2081185111    1.8899120338   -2.6816668627
   9715   -6.2081191571    1.8899122710   -2.6816673028   -6.2081185763    1.8899120365   -2.6816669479
   9716   -6.2081192222    1.8899122736   -2.6816674676   -6.2081186415    1.8899120392   -2.6816670331
   9717   -6.2081192872    1.8899122762   -2.6816674830   -6.2081187066    1.8899120418   -2.6816671183
   9718   -6.2081193522    1.8899122789   -2.6816676003   -6.2081187718    1.8899120445   -2.6816672035
   9719   -6.2081194173    1.8899122815   -2.6816677270   -6.2081188369    1.8899120472   -2.6816672886
   9720   -6.2081194823    1.8899122841   -2.6816677969   -6.2081189021    1.8899120499   -2.6816673738
   9721   -6.2081195473    1.8899122867   -2.6816678497   -6.2081189672    1.8899120525   -2.6816674589
   9722   -6.2081196123    1.8899122894   -2.6816679913   -6.2081190323    1.8899120552   -2.6816675440
   9723   -6.2081196772    1.8899122920   -2.6816680629   -6.2081190974    1.8899120579   -2.6816676290
   9724   -6.2081197422    1.8899122946   -2.6816680910   -6.2081191624    1.8899120606   -2.6816677141
   9725   -6.2081198071    1.8899122973   -2.6816682477   -6.2081192275    1.8899120632   -2.6816677991
   9726   -6.2081198720    1.8899122999   -2.6816682947   -6.2081192925    1.8899120659   -2.6816678841
   9727   -6.2081199370    1.8899123025   -2.6816684174   -6.2081193576    1.8899120686   -2.6816679691
   9728   -6.2081200018    1.8899123051   -2.6816684967   -6.2081194226    1.8899120713   -2.6816680541
   9729   -6.2081200667    1.8899123078   -2.6816685722   -6.2081194876    1.8899120739   -2.6816681391
   9730   -6.2081201316    1.8899123104   -2.6816686971   -6.2081195526    1.8899120766   -2.6816682241
   9731   -6.2081201965    1.8899123130   -2.6816687123   -6.2081196176    1.8899120793   -2.6816683090
   9732   -6.2081202613    1.8899123156   -2.6816687768   -6.2081196825    1.8899120819   -2.6816683939
   9733   -6.2081203261    1.8899123183   -2.6816688774   -6.2081197475    1.8899120846   -2.6816684788
   9734   -6.2081203910    1.8899123209   -2.6816689612   -6.2081198124    1.8899120873   -2.6816685637
   9735   -6.2081204558    1.8899123235   -2.6816690943   -6.2081198773    1.8899120899   -2.6816686486
   9736   -6.2081205206    1.8899123261   -2.6816691973   -6.2081199423    1.8899120926   -2.6816687334
   9737   -6.2081205854    1.8899123287   -2.6816692306   -6.2081200072    1.8899120953   -2.6816688182
   9738   -6.2081206501    1.8899123313   -2.6816693132   -6.2081200720    1.8899120979   -2.6816689030
   9739   -6.2081207149    1.8899123340   -2.6816694321   -6.2081201369    1.8899121006   -2.6816689878
   9740   -6.2081207796    1.8899123366   -2.6816694812   -6.2081202018    1.8899121033   -2.6816690726
   9741   -6.2081208443    1.8899123392   -2.6816695533   -6.2081202666    1.8899121059   -2.6816691574
   9742   -6.2081209091    1.8899123418   -2.6816697014   -6.2081203314    1.8899121086   -2.6816692421
   9743   -6.2081209737    1.8899123444   -2.6816697268   -6.2081203963    1.8899121113   -2.6816693268
   9744   -6.2081210384    1.8899123470   -2.6816698680   -6.2081204611    1.8899121139   -2.6816694115
   9745   -6.2081211031    1.8899123497   -2.6816699395   -6.2081205259    1.8899121166   -2.6816694962
   9746   -6.2081211678    1.8899123523   -2.6816700341   -6.2081205906    1.8899121192   -2.6816695809
   9747   -6.2081212324    1.8899123549   -2.6816700855   -6.2081206554    1.8899121219   -2.6816696656
   9748   -6.2081212970    1.8899123575   -2.6816701335   -6.2081207202    1.8899121246   -2.6816697502
   9749   -6.2081213617    1.8899123601   -2.6816702179   -6.2081207849    1.8899121272   -2.6816698348
   9750   -6.2081214263    1.8899123627   -2.6816703653   -6.2081208496    1.8899121299   -2.6816699194
   9751   -6.2081214909    1.8899123653   -2.6816703634   -6.2081209143    1.8899121325   -2.6816700040
   9752   -6.2081215554    1.8899123679   -2.6816704909   -6.2081209790    1.8899121352   -2.6816700886
   9753   -6.2081216200    1.8899123706   -2.6816705753   -6.2081210437    1.8899121379   -2.6816701731
   9754   -6.2081216846    1.8899123732   -2.6816706830   -6.2081211084    1.8899121405   -2.6816702577
   9755   -6.2081217491    1.8899123758   -2.6816707343   -6.2081211730    1.8899121432   -2.6816703422
   9756   -6.2081218137    1.8899123784   -2.6816709416   -6.2081212377    1.8899121458   -2.6816704267
   9757   -6.2081218782    1.8899123810   -2.6816708935   -6.2081213023    1.8899121485   -2.6816705112
   9758   -6.2081219427    1.8899123836   -2.6816710147   -6.2081213669    1.8899121511   -2.6816705956
   9759   -6.2081220071    1.8899123862   -2.6816710398   -6.2081214316    1.8899121538   -2.6816706801
   9760   -6.2081220716    1.8899123888   -2.6816712211   -6.2081214961    1.8899121565   -2.6816707645
   9761   -6.2081221361    1.8899123914   -2.6816712796   -6.2081215607    1.8899121591   -2.6816708489
   9762   -6.2081222005    1.8899123940   -2.6816713085   -6.2081216253    1.8899121618   -2.6816709333
   9763   -6.2081222650    1.8899123966   -2.6816714272   -6.2081216898    1.8899121644   -2.6816710177
   9764   -6.2081223294    1.8899123992   -2.6816714764   -6.2081217544    1.8899121671   -2.6816711021
   9765   -6.2081223938    1.8899124018   -2.6816715490   -6.2081218189    1.8899121697   -2.6816711864
   9766   -6.2081224582    1.8899124044   -2.6816716850   -6.2081218834    1.8899121724   -2.6816712707
   9767   -6.2081225226    1.8899124070   -2.6816717515   -6.2081219479    1.8899121750   -2.6816713550
   9768   -6.2081225869    1.8899124096   -2.6816717751   -6.2081220124    1.8899121777   -2.6816714393
   9769   -6.2081226513    1.8899124123   -2.6816718887   -6.2081220769    1.8899121803   -2.6816715236
   9770   -6.2081227156    1.8899124149   -2.6816720259   -6.2081221413    1.8899121830   -2.6816716079
   9771   -6.2081227800    1.8899124174   -2.6816720670   -6.2081222058    1.8899121856   -2.6816716921
   9772   -6.2081228443    1.8899124201   -2.6816721051   -6.2081222702    1.8899121883   -2.6816717763
   9773   -6.2081229086    1.8899124227   -2.6816722599   -6.2081223347    1.8899121909   -2.6816718605
   9774   -6.2081229729    1.8899124252   -2.6816723453   -6.2081223991    1.8899121936   -2.6816719447
   9775   -6.2081230372    1.8899124278   -2.6816724810   -6.2081224635    1.8899121962   -2.6816720289
   9776   -6.2081231014    1.8899124304   -2.6816724808   -6.2081225278    1.8899121989   -2.6816721130
   9777   -6.2081231657    1.8899124330   -2.6816726372   -6.2081225922    1.8899122015   -2.6816721972
   9778   -6.2081232299    1.8899124356   -2.6816727376   -6.2081226566    1.8899122041   -2.6816722813
   9779   -6.2081232941    1.8899124382   -2.6816728219   -6.2081227209    1.8899122068   -2.6816723654
   9780   -6.2081233583    1.8899124408   -2.6816729033   -6.2081227852    1.8899122094   -2.6816724495
   9781   -6.2081234226    1.8899124434   -2.6816729685   -6.2081228495    1.8899122121   -2.6816725335
   9782   -6.2081234867    1.8899124460   -2.6816730443   -6.2081229139    1.8899122147   -2.6816726176
   9783   -6.2081235509    1.8899124486   -2.6816730906   -6.2081229781    1.8899122174   -2.6816727016
   9784   -6.2081236151    1.8899124512   -2.6816732540   -6.2081230424    1.8899122200   -2.6816727856
   9785   -6.2081236792    1.8899124538   -2.6816733081   -6.2081231067    1.8899122226   -2.6816728696
   9786   -6.2081237433    1.8899124564   -2.6816733595   -6.2081231709    1.8899122253   -2.6816729536
   9787   -6.2081238075    1.8899124590   -2.6816734614   -6.2081232352    1.8899122279   -2.6816730376
   9788   -6.2081238716    1.8899124616   -2.6816735606   -6.2081232994    1.8899122306   -2.6816731215
   9789   -6.2081239357    1.8899124642   -2.6816735905   -6.2081233636    1.8899122332   -2.6816732055
   9790   -6.2081239997    1.8899124668   -2.6816737243   -6.2081234278    1.8899122358   -2.6816732894
   9791   -6.2081240638    1.8899124694   -2.6816738021   -6.2081234920    1.8899122385   -2.6816733733
   9792   -6.2081241279    1.8899124719   -2.6816738507   -6.2081235562    1.8899122411   -2.6816734572
   9793   -6.2081241919    1.8899124745   -2.6816739233   -6.2081236203    1.8899122437   -2.6816735410
   9794   -6.2081242559    1.8899124771   -2.6816740466   -6.2081236845    1.8899122464   -2.6816736249
   9795   -6.2081243200    1.8899124797   -2.6816741806   -6.2081237486    1.8899122490   -2.6816737087
   9796   -6.2081243839    1.8899124823   -2.6816741654   -6.2081238127    1.8899122516   -2.6816737925
   9797   -6.2081244479    1.8899124849   -2.6816742810   -6.2081238768    1.8899122543   -2.6816738763
   9798   -6.2081245119    1.8899124875   -2.6816742874   -6.2081239409    1.8899122569   -2.6816739601
   9799   -6.2081245759    1.8899124901   -2.6816744512   -6.2081240050    1.8899122595   -2.6816740438
   9800   -6.2081246398    1.8899124926   -2.6816746125   -6.2081240691    1.8899122622   -2.6816741276
   9801   -6.2081247038    1.8899124952   -2.6816746647   -6.2081241331    1.8899122648   -2.6816742113
   9802   -6.2081247677    1.8899124978   -2.6816746744   -6.2081241972    1.8899122674   -2.6816742950
   9803   -6.2081248316    1.8899125004   -2.6816747617   -6.2081242612    1.8899122701   -2.6816743787
   9804   -6.2081248955    1.8899125029   -2.6816748732   -6.2081243252    1.8899122727   -2.6816744624
   9805   -6.2081249594    1.8899125056   -2.6816749689   -6.2081243892    1.8899122753   -2.6816745460
   9806   -6.2081250232    1.8899125081   -2.6816750889   -6.2081244532    1.8899122780   -2.6816746297
   9807   -6.2081250871    1.8899125107   -2.6816751532   -6.2081245172    1.8899122806   -2.6816747133
   9808   -6.2081251510    1.8899125133   -2.6816752151   -6.2081245811    1.8899122832   -2.6816747969
   9809   -6.2081252148    1.8899125159   -2.6816752746   -6.2081246451    1.8899122859   -2.6816748805
   9810   -6.2081252786    1.8899125185   -2.6816753852   -6.2081247090    1.8899122885   -2.6816749641
   9811   -6.2081253424    1.8899125211   -2.6816755068   -6.2081247729    1.8899122911   -2.6816750476
   9812   -6.2081254062    1.8899125236   -2.6816755727   -6.2081248368    1.8899122937   -2.6816751312
   9813   -6.2081254700    1.8899125262   -2.6816756497   -6.2081249007    1.8899122964   -2.6816752147
   9814   -6.2081255338    1.8899125288   -2.6816756977   -6.2081249646    1.8899122990   -2.6816752982
   9815   -6.2081255975    1.8899125313   -2.6816757701   -6.2081250285    1.8899123016   -2.6816753817
   9816   -6.2081256613    1.8899125339   -2.6816759338   -6.2081250923    1.8899123042   -2.6816754651
   9817   -6.2081257250    1.8899125365   -2.6816759217   -6.2081251562    1.8899123069   -2.6816755486
   9818   -6.2081257887    1.8899125391   -2.6816760409   -6.2081252200    1.8899123095   -2.6816756320
   9819   -6.2081258524    1.8899125417   -2.6816760911   -6.2081252838    1.8899123121   -2.6816757154
   9820   -6.2081259161    1.8899125442   -2.6816762060   -6.2081253477    1.8899123147   -2.6816757988
   9821   -6.2081259798    1.8899125468   -2.6816763053   -6.2081254114    1.8899123173   -2.6816758822
   9822   -6.2081260434    1.8899125494   -2.6816763357   -6.2081254752    1.8899123200   -2.6816759656
   9823   -6.2081261071    1.8899125520   -2.6816764442   -6.2081255390    1.8899123226   -2.6816760489
   9824   -6.2081261707    1.8899125545   -2.6816764971   -6.2081256027    1.8899123252   -2.6816761323
   9825   -6.2081262344    1.8899125571   -2.6816766014   -6.2081256665    1.8899123278   -2.6816762156
   9826   -6.2081262980    1.8899125597   -2.6816767036   -6.2081257302    1.8899123304   -2.6816762989
   9827   -6.2081263616    1.8899125623   -2.6816767904   -6.2081257939    1.8899123331   -2.6816763822
   9828   -6.2081264252    1.8899125648   -2.6816768216   -6.2081258576    1.8899123357   -2.6816764654
   9829   -6.2081264887    1.8899125674   -2.6816769043   -6.2081259213    1.8899123383   -2.6816765487
   9830   -6.2081265523    1.8899125699   -2.6816770386   -6.2081259850    1.8899123409   -2.6816766319
   9831   -6.2081266159    1.8899125725   -2.6816771441   -6.2081260487    1.8899123435   -2.6816767151
   9832   -6.2081266794    1.8899125751   -2.6816772744   -6.2081261123    1.8899123461   -2.6816767983
   9833   -6.2081267429    1.8899125777   -2.6816772154   -6.2081261759    1.8899123488   -2.6816768815
   9834   -6.2081268064    1.8899125802   -2.6816773685   -6.2081262396    1.8899123514   -2.6816769647
   9835   -6.2081268699    1.8899125828   -2.6816774395   -6.2081263032    1.8899123540   -2.6816770478
   9836   -6.2081269334    1.8899125854   -2.6816775219   -6.2081263668    1.8899123566   -2.6816771310
   9837   -6.2081269969    1.8899125879   -2.6816776962   -6.2081264304    1.8899123592   -2.6816772141
   9838   -6.2081270603    1.8899125905   -2.6816776276   -6.2081264939    1.8899123618   -2.6816772972
   9839   -6.2081271238    1.8899125931   -2.6816777848   -6.2081265575    1.8899123644   -2.6816773802
   9840   -6.2081271872    1.8899125956   -2.6816779000   -6.2081266210    1.8899123670   -2.6816774633
   9841   -6.2081272506    1.8899125982   -2.6816779062   -6.2081266846    1.8899123697   -2.6816775464
   9842   -6.2081273140    1.8899126008   -2.6816780177   -6.2081267481    1.8899123723   -2.6816776294
   9843   -6.2081273774    1.8899126033   -2.6816781811   -6.2081268116    1.8899123749   -2.6816777124
   9844   -6.2081274408    1.8899126059   -2.6816782355   -6.2081268751    1.8899123775   -2.6816777954
   9845   -6.2081275042    1.8899126084   -2.6816783016   -6.2081269386    1.8899123801   -2.6816778784
   9846   -6.2081275675    1.8899126110   -2.6816783123   -6.2081270021    1.8899123827   -2.6816779613
   9847   -6.2081276309    1.8899126136   -2.6816783883   -6.2081270655    1.8899123853   -2.6816780443
   9848   -6.2081276942    1.8899126161   -2.6816785296   -6.2081271290    1.8899123879   -2.6816781272
   9849   -6.2081277575    1.8899126187   -2.6816786156   -6.2081271924    1.8899123905   -2.6816782101
   9850   -6.2081278208    1.8899126213   -2.6816786866   -6.2081272558    1.8899123931   -2.6816782930
   9851   -6.2081278841    1.8899126238   -2.6816787961   -6.2081273192    1.8899123957   -2.6816783759
   9852   -6.2081279474    1.8899126264   -2.6816788905   -6.2081273826    1.8899123983   -2.6816784587
   9853   -6.2081280106    1.8899126289   -2.6816789164   -6.2081274460    1.8899124009   -2.6816785416
   9854   -6.2081280739    1.8899126315   -2.6816790881   -6.2081275093    1.8899124035   -2.6816786244
   9855   -6.2081281371    1.8899126340   -2.6816790570   -6.2081275727    1.8899124062   -2.6816787072
